Sales_ID,Customer_ID,Product_ID,Sales_Channel,Sales_Amount,Load_DTS
0f88dcca-ba93-4e7f-b0f7-218a81c54ed3,d5fe517c-289c-4c64-8da7-bf2f065f6c4d,1bbc8414-696c-45dd-bb4a-cc052ae03625,Online,7371.92,2025-01-23 17:38:48
f3e950a1-4ad4-44de-b618-420f593991c5,1941b79d-2e59-4651-a521-1c64d06ce114,8b2faa37-1b57-4efb-9ec9-fa857eda968e,Branch,6215.62,2025-01-18 17:39:40
c70bbe50-aa3a-4a61-a85c-17e80c3f5666,c213597a-c2d4-4d9d-bba5-9c16494e2e8f,74b01e03-d7f1-4f7d-8de3-5fca255f8928,Branch,14734.84,2025-01-21 00:15:34
0377742f-9901-4377-b0bb-2504209d17db,266d1c67-5d5c-4cff-8b0e-aabb08b3edbc,b647d111-81aa-4479-af5f-d7dbb9cd4124,Branch,13165.8,2025-02-06 12:16:45
a9551d30-d4d1-4898-a6f3-8c9c7fb3a665,4940b676-51e7-423a-8610-1ca36f4f77b4,fd4893a8-bf75-43e9-a52e-88b55694e22f,Agent,11141.74,2025-01-15 11:40:33
faea2d57-00c5-4829-b959-3b7fd11cfd12,68b95c50-6da9-4ab7-a754-032f3d363d1e,8b2faa37-1b57-4efb-9ec9-fa857eda968e,Agent,15662.36,2025-02-26 06:19:01
42c116c4-e014-4293-9383-74cfb8b5c0da,09862869-e483-4c43-9203-091725ddc531,8b2faa37-1b57-4efb-9ec9-fa857eda968e,Online,11086.0,2025-01-10 17:34:43
4e73f591-03bc-4e91-92de-85090705f9de,c213597a-c2d4-4d9d-bba5-9c16494e2e8f,ac2f0bd3-4321-4428-9990-0a7050af8c1d,Agent,10406.24,2025-02-09 03:22:50
2bda2a8c-4e84-4c90-87a3-f0b5485d884d,b269bbf9-7e86-440b-97be-51bb492c88dd,ac2f0bd3-4321-4428-9990-0a7050af8c1d,Online,8929.04,2025-02-27 08:38:07
121ab433-721b-452e-b5ec-e9796e95b0d9,b5b649b2-d9a6-46ac-bd1d-0848716ba9aa,0cfff5cf-05cb-420a-b2c4-895d1c26e39e,Agent,3309.16,2025-01-21 10:48:36
8e80c60e-a38c-41b5-a566-9986a6c93547,03fb9d56-65f9-4762-858c-7f04bec083e4,6a8634ee-d4c7-401e-bdb4-761fdffe6c1c,Branch,18513.16,2025-01-01 04:47:03
daa65f1b-7b7b-4e9d-adbc-dbb901dbaa2d,de838e50-0261-4f0a-b8ec-818392279627,6bd60632-503d-466b-8154-b1b55b1bae4c,Online,11702.91,2025-03-09 20:48:01
981a0ab4-d2b9-4b0a-8c26-b5569141261a,cbe64f44-c15e-4fb6-867c-e61f00a5d23c,f034aad2-b602-454d-8944-ecadc8f628fc,Online,1942.32,2025-03-12 21:28:27
13a97de8-0dc9-4862-901b-9dc786c8f8a3,c33a1dba-795e-4615-b8ee-05ab605c7e68,9839ff7c-e5f7-430f-9832-3812c4ce397b,Agent,5772.85,2025-01-23 19:05:27
fc441346-2eb0-4179-9c1d-852501bc9c64,a347a9ee-3da4-40ef-9289-5de867c4965e,fd2931e7-d8b6-4364-937f-57da286d0d80,Branch,11511.84,2025-02-17 11:38:28
32e69575-bd0f-45e3-a483-b3b2e14f6cb5,20fdc062-225a-4841-9dc3-669b5d91a9c2,1693d546-063f-4cf9-ae65-4841b7b658a8,Online,851.6,2025-03-11 07:20:27
627bd373-ae39-4c4a-bb82-603e9917f468,3738a368-713c-4256-96a4-f6deb98929d8,17bf4a50-a0a1-4fd9-92d7-4a07461664c4,Agent,6796.08,2025-01-19 19:28:25
92f4c4b6-365a-4cff-b9a4-4d8d6936f00c,48dc09a4-5c04-4618-8810-46f7654dc164,004ed3ea-767a-445a-9d50-2a6d0441af41,Agent,12792.52,2025-01-17 02:17:43
0f2580de-7d12-4fec-b64b-693fab1a475e,01851a1f-4be6-460f-a748-4d68ae9330f6,070b0378-7971-4888-9aa4-1c7909d3b12c,Agent,13322.7,2025-02-26 00:44:03
47f07e11-dbef-4fe4-a4c7-db8dde3e6f0e,5784a103-e949-4370-8196-d4b1aca9a54e,3fe37dc4-acea-4ecf-8c78-edbb241b4016,Agent,969.48,2025-01-04 15:07:28
ad05bd57-00fd-4113-9c2a-aa8ef6cc35a8,5095481c-1545-46f4-a9f9-38d4cf719d4a,e14a8b9c-5416-4007-929d-0c2f7c70fba1,Branch,1780.79,2025-02-04 19:10:47
90b443d6-ac90-4c34-a4f9-56b49a8dd419,759345b9-ba93-454e-b26d-d54725eb2d86,b647d111-81aa-4479-af5f-d7dbb9cd4124,Agent,17218.73,2025-03-10 11:03:02
5f956dde-2ce4-4242-a5a5-f6eab7ae4835,ee2a49ed-22cf-4be8-ab4c-e54ece10b8ea,8864b036-aff0-407f-8f9c-79761c737809,Agent,8648.53,2025-03-04 09:13:24
6980d33a-c0d1-4963-8525-d2dd985848b3,78efd94a-d08e-44eb-ae2a-cee8127d9104,a9705f37-2bb8-4c3c-911b-13b9ea0d4cc5,Online,11521.22,2025-02-19 19:31:55
2d26b223-59e7-404c-981b-a52e704e0344,109e3f63-2ab9-455b-a7f9-8b8e0d66c791,09df74fc-ba2f-4395-ad79-067070fe574c,Agent,4761.42,2025-02-09 15:53:12
15119636-1852-499d-b7ea-5cd0565e368e,2e5a9bce-0ce9-4afc-a901-fea6cabb6dd7,b647d111-81aa-4479-af5f-d7dbb9cd4124,Agent,4501.85,2025-03-05 15:35:50
0e2c35c8-c8b9-4d64-b6a5-4761432c170f,3898fa2b-9b7b-41a6-ab36-488c395230ce,206b067b-8249-4f8c-b3d0-f4500d4d0e41,Agent,12176.29,2025-01-29 12:51:15
0ccc3577-585c-4362-b8f6-437a44571895,06fb4ef8-39c3-4551-8aa0-d730a07d3b70,ae0c70b3-488e-484a-9640-46af9bd6fed0,Agent,6722.55,2025-01-20 04:27:50
5eb2d4fb-a49c-412b-b4dc-f0c7c476dbfb,8cd07eb9-3303-4b3d-a352-6b2164431002,643bf1bf-3152-4c96-b1af-af3d2950b838,Agent,9685.8,2025-03-04 05:53:49
e00e77eb-4725-4e29-ac7a-6213bfe81eb8,3738a368-713c-4256-96a4-f6deb98929d8,f2c5eff9-d7ed-43a8-92fb-ac4654e5bfe0,Online,13569.26,2025-02-21 02:05:39
0ebaf37d-1788-4de1-a5b9-48c7748cedf5,8f9f4ca8-1cee-45a7-9b01-25532df25335,76a6d314-2b36-41da-86ec-84f1bc7f3edb,Branch,18685.36,2025-01-05 00:45:50
cf02ee61-df4c-4bd3-89d2-0154e1789e53,72c34918-cafe-4467-a45f-dffdb3e1f6c7,2c4cf621-0d38-4a87-aa5c-29f379c1f21f,Branch,8199.86,2025-02-15 20:41:56
35f8deac-7160-4d2e-835b-91e707edb655,a7e8f26a-7a3e-4eea-b077-5a3419dd14a6,2b1647a3-4363-4050-910c-152a074522e3,Branch,19906.16,2025-03-12 10:43:53
012e98c1-6d67-4a1e-a0fd-1e033625d275,a4bf366e-6c38-4fb7-a124-61cc3ce80b91,c3018cf3-90d7-46d8-8dfc-e63381def16e,Agent,15720.37,2025-02-06 13:14:29
c56e4752-ab60-4c33-919c-a8360e741dc8,266d1c67-5d5c-4cff-8b0e-aabb08b3edbc,e529288a-6733-48fc-b74e-c05b929e661f,Online,5710.19,2025-02-08 10:54:35
cde1a31f-9327-434f-b9c0-eaaa203581af,48dc09a4-5c04-4618-8810-46f7654dc164,75712bd4-39d9-4ef2-a4db-8d1e3218252b,Online,4723.16,2025-02-11 23:43:32
c4a2c355-d86b-4b21-ace3-2bce266c3255,72c34918-cafe-4467-a45f-dffdb3e1f6c7,643bf1bf-3152-4c96-b1af-af3d2950b838,Online,18468.78,2025-01-28 04:21:13
f4390db7-a2d1-48fc-87ea-24452951c421,c213597a-c2d4-4d9d-bba5-9c16494e2e8f,65a63d66-c6e1-45d2-bcfa-db52d7239118,Online,5102.91,2025-01-10 01:56:37
a2e390b6-f75d-412d-8ef6-5ac86a6c189f,97b41304-6e45-477f-b18f-dd4d3d783b81,8864b036-aff0-407f-8f9c-79761c737809,Agent,4664.47,2025-02-22 20:53:28
8c78396a-933a-4d2b-8720-228fdd86d829,6214750c-7dd2-46fd-a351-d6ceebc3c9b7,7b77e3a3-e7b5-4625-91f0-99663af51010,Agent,13875.34,2025-01-04 08:09:38
a19be9fc-6bfe-4687-a033-02d646846e3f,64b19217-6c0d-40ad-9bce-b5cd05a516dc,84a15b75-1f0d-4a99-9a99-e115f13390d8,Agent,7578.4,2025-01-31 21:14:51
affd9324-2730-406b-a1f4-ba4017345f14,09862869-e483-4c43-9203-091725ddc531,0cfff5cf-05cb-420a-b2c4-895d1c26e39e,Branch,4619.68,2025-02-06 01:11:45
773fe8ad-d4d1-410d-9777-a51df0613121,e64d44ae-bf99-4f2b-8004-5e9538680442,643bf1bf-3152-4c96-b1af-af3d2950b838,Branch,13917.64,2025-03-13 10:50:06
0cecefb3-de6c-4a69-96fd-1176285a5fe2,48dc09a4-5c04-4618-8810-46f7654dc164,76a6d314-2b36-41da-86ec-84f1bc7f3edb,Agent,17600.91,2025-02-06 06:56:57
d1ffe8bc-5bf5-48ef-a306-1b00c7e81854,de838e50-0261-4f0a-b8ec-818392279627,3fe37dc4-acea-4ecf-8c78-edbb241b4016,Branch,19123.94,2025-01-03 16:08:06
16cf436d-def1-4dbb-9d44-9bdd985dec13,06fb4ef8-39c3-4551-8aa0-d730a07d3b70,a9705f37-2bb8-4c3c-911b-13b9ea0d4cc5,Agent,15559.86,2025-01-26 16:38:56
1010fa0a-18f7-4c17-b533-7c321329c225,37371629-5ecd-4eca-8496-603de44ebfdd,3c50df2e-4b39-4ca5-88e6-0732da37efd4,Branch,13434.05,2025-01-28 02:24:11
da29f4dd-388d-478f-9ba8-920a50d1bd1e,de838e50-0261-4f0a-b8ec-818392279627,6a8634ee-d4c7-401e-bdb4-761fdffe6c1c,Branch,1616.44,2025-02-03 21:27:08
6d3f90ee-aee2-4b4a-8c2f-fdae073f6782,3898fa2b-9b7b-41a6-ab36-488c395230ce,9839ff7c-e5f7-430f-9832-3812c4ce397b,Branch,4123.18,2025-03-04 14:24:25
c585031e-0e2c-4873-a896-c7e277ff65fc,9daa6b79-1c70-4734-8ad3-874ad7b1a64c,2d4b9e35-7807-4c20-944d-6b0e7b3f9271,Branch,5744.99,2025-03-12 14:44:32
88849fe6-7eec-412a-abd7-0878e537e1db,c213597a-c2d4-4d9d-bba5-9c16494e2e8f,84a15b75-1f0d-4a99-9a99-e115f13390d8,Agent,13100.33,2025-03-08 10:06:50
4eca0b9e-dde3-4dd5-883d-40e0837f3cd1,97b41304-6e45-477f-b18f-dd4d3d783b81,fd4893a8-bf75-43e9-a52e-88b55694e22f,Branch,19024.98,2025-03-08 10:10:57
02389400-2752-413b-9b3c-370040806d5c,03fb9d56-65f9-4762-858c-7f04bec083e4,83df09e3-d7c1-4edc-bbe1-7d5c95a11321,Online,14319.74,2025-01-29 07:54:01
9ac28008-1b72-4c06-8213-d1d1f350067d,c3cb285c-61d7-4803-849b-dbe65816396e,8b2faa37-1b57-4efb-9ec9-fa857eda968e,Branch,3325.97,2025-01-05 03:09:10
c0b5efd7-36ba-4b6a-95b5-1a036b39200d,96bee03d-8b10-4a43-899e-8c63d9c547bb,12a03ebd-d5b2-4661-99bb-51023a2a622d,Branch,19130.08,2025-02-02 11:22:50
3d1042f2-7e56-442a-83f3-031a463481ea,37371629-5ecd-4eca-8496-603de44ebfdd,12a03ebd-d5b2-4661-99bb-51023a2a622d,Branch,15864.78,2025-02-14 17:56:58
79e152b2-d0d8-422d-bf9f-8a8b0cea09cb,97b41304-6e45-477f-b18f-dd4d3d783b81,26342e3c-0637-4fd2-a57c-27542213cf90,Branch,4275.83,2025-02-27 13:32:21
c54eb45f-2178-4fed-8301-85e8fa410a4b,a32898b5-477d-4ffa-8ff6-8b052ea039e7,d486845f-60a2-477d-9a4e-fb62c9c1f3b7,Agent,14053.93,2025-03-08 19:36:50
d32172c8-fbc3-4c6c-b364-6766a170e5e6,7a8b2727-805b-4dd2-ad23-4c650c331b1a,1790d745-cebd-4c5d-a7fa-046f4e0ff107,Online,18749.24,2025-01-01 15:15:24
e0c39ef6-1a25-43d8-81ea-4c047b0060a2,13c408dc-90b8-430f-b13d-efe35425bbb2,09ffefd4-b31f-48e5-9e4d-e4e9428601ee,Agent,17471.16,2025-03-14 09:07:40
0db9ba17-b46f-4a99-a97a-2309a8209904,9dc06663-efda-4605-9f44-675a62d328bf,bff2137e-2d66-4146-ae44-fcc8d9b74fb4,Agent,12198.84,2025-03-05 20:58:32
cff3f656-35ee-4525-ad31-2dfad86de58e,c0f0c50b-43da-4cfa-819f-3e68e54973f9,f2c5eff9-d7ed-43a8-92fb-ac4654e5bfe0,Agent,11137.14,2025-03-08 07:44:05
6666f9fd-9a25-4d1c-a2f4-5dcce9a757e2,5784a103-e949-4370-8196-d4b1aca9a54e,b151b78b-49ed-429e-b02a-0db00cda47a9,Branch,6681.02,2025-02-21 06:38:04
325cd330-5787-498b-be92-02be386741c0,cbe64f44-c15e-4fb6-867c-e61f00a5d23c,1bbc8414-696c-45dd-bb4a-cc052ae03625,Branch,17632.13,2025-02-03 17:03:02
91c6dce7-f866-4f66-9ee0-0fababae7a8e,a4bf366e-6c38-4fb7-a124-61cc3ce80b91,2864197a-1989-46e3-b5c4-30706fac841a,Online,18645.25,2025-01-17 02:36:19
32576ece-1cbf-4eb8-9f30-44fc897ff545,77ecf33a-936f-4865-864f-c975241a1b51,2b1647a3-4363-4050-910c-152a074522e3,Agent,19292.11,2025-02-19 20:09:22
9d3f0229-2910-415f-b46f-3151cf1919ed,53a8cd27-9414-4ecf-9fd5-6fd80184ac41,bff2137e-2d66-4146-ae44-fcc8d9b74fb4,Online,3382.41,2025-02-23 14:44:38
07ad7e7e-7edd-4b97-8fcd-33752658261c,0a40e599-2baa-4f26-a0a5-1475cf173305,903f1d12-f354-4a17-af2c-9d11d697e8b5,Branch,17400.13,2025-03-07 10:59:58
e7b40f23-f061-4c60-9501-aa6373280d8a,ce2f31ec-48f1-45cb-9e8d-30a5e6aa4788,84a15b75-1f0d-4a99-9a99-e115f13390d8,Branch,15407.87,2025-02-02 08:39:53
8a69ca49-5f64-4837-b28e-6cac0cd53025,ab1a42dd-2061-4215-ac37-1ebf5ba9c227,2d9da74d-4be7-45c0-903a-6c9e50f2c9b7,Branch,10133.72,2025-03-10 06:32:44
86964193-de07-4284-bff4-4d5b3f29d28c,8a823ddc-a1ae-4d5c-a767-bc7826ba7938,a9705f37-2bb8-4c3c-911b-13b9ea0d4cc5,Agent,3223.56,2025-01-03 23:06:23
a6f9bb76-7fca-4b79-ab72-2cc8028bc997,9dc06663-efda-4605-9f44-675a62d328bf,2a285d9b-853b-402e-9cdc-8214752e553e,Agent,16927.93,2025-01-08 11:36:02
b7b47f31-3297-4710-a249-b9948892aa13,cfd38077-9811-4248-aaf9-6df8872436f4,09ffefd4-b31f-48e5-9e4d-e4e9428601ee,Agent,14557.41,2025-02-20 11:28:44
bb4668d2-1d03-497b-9d95-f4310ad0a494,e482161a-0b90-4bdf-a682-1fad326b00b3,a9705f37-2bb8-4c3c-911b-13b9ea0d4cc5,Agent,7817.41,2025-02-19 05:31:40
83839501-07b8-4f1c-97fa-4e3818cbc6d1,0a40e599-2baa-4f26-a0a5-1475cf173305,b85d73fb-6ced-4369-a3f5-d7f434674876,Online,19560.48,2025-02-09 12:07:35
9ceffa21-da9d-4b54-bed8-fa9ec96bedd5,27ee4aee-547b-4d90-b298-f6b648a8a5b2,6b7aa400-c428-4cd7-b675-54c27fcb9abd,Online,4654.54,2025-02-10 12:21:52
c8033628-7f65-4119-a1bf-38f765a27c97,d0502b16-ab99-4c82-98c5-a53adca0094e,c66cc430-5ea6-4708-828b-57f504db0896,Branch,4325.69,2025-02-21 22:44:22
d6f3d2a8-517b-4d4b-8759-c8310b3ba889,97b41304-6e45-477f-b18f-dd4d3d783b81,c66cc430-5ea6-4708-828b-57f504db0896,Branch,6759.74,2025-03-06 17:46:50
