Claim_ID,Policy_ID,Claim_Date,Claim_Amount,Claim_Status,Load_DTS
5e1ab8bd-95e4-44f1-a71b-26fefcbe0c04,d5327cb6-d943-4a5d-b3df-6e9247e49a73,2024-10-21,13580.88,Settled,2025-01-09 23:07:33
ec4398ee-c182-4a63-a672-fffe331fe88c,00befb53-a059-4ced-ad3e-c92c70c4580f,2023-06-30,30845.02,Settled,2025-02-23 22:12:48
befa9b48-5742-46a2-bee7-2129f967a5f5,8e800112-844a-40e7-90b9-d723bcc05e2c,2022-07-24,5975.89,Open,2025-03-13 06:19:44
21baf125-3502-4cb4-807f-a26fb8edc9bf,d91014a1-2152-489f-8313-54e62a4cf0d4,2024-05-16,49020.49,Rejected,2025-01-31 16:37:37
d0f0b87c-a19f-473f-8296-68cba5b5be17,fe05f8de-c1e4-4de8-91b9-48d03c8c528c,2023-09-04,20923.09,Rejected,2025-02-03 21:13:15
b2050232-34d2-4db0-bf8a-bd4352414560,7e7dc09c-e93d-4d73-96b7-14757fc382ff,2022-04-13,49870.5,Rejected,2025-02-27 01:36:47
dba1d7d7-24dd-422f-9a29-9f415fd9f514,9f485b73-2fc8-48a3-b4fa-eddaba3d3eee,2025-01-19,34691.27,Open,2025-01-28 07:01:32
8767ad69-e279-411e-926d-2d76b9fd837e,6fcd65bd-5d56-4969-b5f1-adc0f9855bae,2022-09-30,15433.09,Open,2025-01-27 17:20:28
5912281f-38b8-4ede-a5c2-b1e9c979415e,49beeed1-6e27-444e-b499-f9bbb21ea638,2023-10-17,585.81,Rejected,2025-03-11 03:01:00
66a4e81d-1fd5-4084-a859-91756c170705,3e19531a-5dcc-486c-b285-1519e583bb47,2023-05-09,2244.15,Open,2025-01-03 04:28:51
c849d74e-d212-4dcf-a9c8-5094b6666f7a,5cb884f8-9d94-4a28-a237-e2295a627dbb,2024-12-31,16626.35,Rejected,2025-03-13 09:50:42
17fa8b09-68fe-443c-9f1d-f221a0b2b496,23a1c250-11c8-4666-aede-dbbf346f170a,2023-07-07,23069.26,Settled,2025-02-13 01:29:44
fb048eec-d418-4c5a-91e2-f0ca51e8c457,77c9e5b4-1ea4-4cb2-ace2-04f216f0fdcf,2023-11-07,34349.51,Open,2025-03-02 22:48:03
557bdc7b-8289-4390-aa83-751b54a5f91a,93f53840-886f-44e1-9df0-13d28a6f0614,2022-04-04,26065.66,Open,2025-03-12 04:59:23
77f57b46-07b9-4ab5-aca2-494ffbf5a372,2218f0a5-87a3-4231-acae-76df1d36dc00,2022-06-25,38400.06,Rejected,2025-01-20 17:07:37
90840aa0-830b-4f60-8e64-59d35970814a,21073f10-b18f-4fb3-a71d-472e968ab45f,2024-12-28,43771.01,Rejected,2025-02-28 06:07:59
02fede6d-5597-4586-81d8-36d3ec95c0e4,a60a7308-3da2-4d23-aee2-09ba3ba5e363,2023-04-12,36620.59,Open,2025-01-31 01:51:48
457180ec-7668-4d2f-af09-f2defb8161ee,ec5288f1-3de3-4a24-a742-28cfd722d6d9,2022-07-13,27177.6,Rejected,2025-02-20 22:45:51
9effc79a-5d06-4cb1-ad62-2d1fc44f6988,cf48c487-2e17-4c6a-ab13-9ef0e29e690c,2024-01-04,48711.12,Settled,2025-02-13 12:40:57
0a57ad0f-41a6-4d20-9935-12a6c6f87002,f8a6d794-34e7-4932-ab5e-c9c810adff56,2022-12-28,3899.86,Rejected,2025-02-25 06:10:57
6518b0a0-e84c-4546-b937-6d66c4e82e7b,9ba11875-0084-497c-9c4b-69f36f93772e,2023-05-29,19295.42,Settled,2025-02-26 14:47:53
ad0c9b2e-1181-4ab2-a0d6-bfb0ddb9a4af,a1102df0-ba81-4202-900e-87baeb352e4b,2023-09-13,6938.21,Rejected,2025-01-13 05:17:48
987fb128-6483-4fec-aae4-c75fc6607bc9,8fc67a60-f4dd-4c97-8ce2-49c4cc298117,2023-05-14,17106.76,Settled,2025-02-22 07:47:27
6a854b7a-5270-4ee4-aea7-5f82d743245d,0a7a1d54-a9a6-49c8-96c1-3c9376fec1f2,2023-12-31,46927.61,Open,2025-01-08 07:05:38
62d1b270-0c2f-4a84-8024-646d86d0c7cf,f6ec25a5-05a6-4428-9743-9c1bebde5e7c,2023-11-02,4595.63,Rejected,2025-01-04 05:44:46
305db336-da14-4288-845a-75bf6869fce8,a052afb0-ca02-4fad-868e-7ce63c3005dd,2022-07-22,7161.06,Settled,2025-02-05 19:42:46
d2593de9-c3ca-4cf2-9d1d-b5594db9222f,a1102df0-ba81-4202-900e-87baeb352e4b,2024-07-13,22985.36,Rejected,2025-01-15 04:37:12
fe0ee2ee-39b0-4368-8ec4-c37c9fe92d08,0d4e9104-7bb0-42f8-882f-6b9d36c7d36e,2023-10-04,36437.39,Rejected,2025-01-30 20:05:59
25966a9e-ba1d-4429-ac8b-724d0a280868,fe05f8de-c1e4-4de8-91b9-48d03c8c528c,2024-12-10,18661.78,Settled,2025-02-19 04:19:27
b7c2175f-fc8e-4ce8-a560-01529a56c84b,b1b34969-735f-45a0-989e-28a643bdc36b,2022-12-14,18897.76,Open,2025-03-08 18:44:58
d2bece1a-6ce2-4eb0-a37a-21997a36c381,205bd00b-70a9-4750-902f-f488fc19ba92,2024-12-28,25779.59,Rejected,2025-02-21 19:22:41
1ec34429-6474-44bd-8fa4-2809a7e79fe1,2e26a7ad-b61b-46dd-9d22-38da861783bd,2023-04-07,32536.13,Rejected,2025-01-16 03:46:37
5dc99a1a-de1f-4475-9231-36ea58ef7eee,10f39d79-c84c-4ba8-8784-3483defc596f,2023-05-28,37139.18,Open,2025-03-01 18:15:03
78d7c701-aed7-416c-b113-452390f74002,832336c2-a1bd-4864-ba25-8dd7aaa88b0a,2024-02-04,49952.7,Settled,2025-02-13 07:19:01
92a142a6-b760-4834-bcdc-76596327dde7,0a7a1d54-a9a6-49c8-96c1-3c9376fec1f2,2024-05-10,8833.8,Open,2025-01-18 13:50:01
a74060ec-7efa-41bf-bcd8-5417c1dfd7f9,bc2ec7b3-6c34-4b01-8d72-d6afb9fde5dd,2022-05-19,44816.38,Open,2025-02-12 22:25:41
1e75a615-2f40-4dff-8464-804622e3e66d,4e2d31b3-9209-4304-9de7-4b51dfb5bc83,2024-05-27,39308.61,Open,2025-01-03 03:33:43
9a61fc98-54fe-42c8-9cbf-a33b6bcccf57,457aa6ad-9b25-47f2-bed4-4d53f89c73c9,2023-09-21,26341.58,Rejected,2025-02-10 17:14:01
29ffb9f6-5ab7-498f-8cf4-606da01f0c57,cc3b397b-d20f-427d-a9e7-bbdad04cfd43,2023-08-12,23611.33,Settled,2025-01-29 05:16:22
9c634c73-3626-4db7-949d-f8e0fa269d89,c674825d-02fd-4050-ae49-7f30d3292506,2023-01-02,5690.62,Rejected,2025-02-26 06:19:08
20a977d6-0431-4c28-9b2b-2b387c2f2341,9014ff29-8ab4-46ca-b25d-8af551199700,2024-08-14,6417.3,Open,2025-03-06 11:32:28
bf4c0732-24eb-4413-a465-8743fb4740f6,4960e4df-bc26-43e3-a206-3b8f1b51631e,2023-12-24,48263.73,Rejected,2025-03-06 22:00:44
fe8e5388-b83c-4c52-8ec2-5e752a3b07e7,1aff9d6d-952c-4cde-aaa6-5daa4f08a990,2022-07-01,15197.07,Settled,2025-02-19 14:46:26
610e2a9c-2145-44a1-afbd-27e95e553adc,ec72d7a1-7a23-422f-b57b-762a614dcbbc,2024-06-28,17886.71,Open,2025-03-01 16:06:05
8bf4356f-2106-40d1-ab40-98e90c22243c,ec5288f1-3de3-4a24-a742-28cfd722d6d9,2024-10-21,45692.41,Open,2025-01-27 09:00:57
333b5598-2d42-473e-9035-4e489f83ecf0,4079b86f-8503-4809-ba65-99413352e7d9,2024-08-08,9601.2,Settled,2025-02-14 09:43:03
312345f9-ef01-4ec6-880f-54717eb9be45,12957633-d875-416e-8b5b-c91229c7ab3a,2023-09-26,45018.58,Settled,2025-02-21 22:04:34
7dde6d38-fec1-4102-ab42-ec69a552cc97,9ba11875-0084-497c-9c4b-69f36f93772e,2023-08-18,15984.82,Settled,2025-01-26 04:40:28
7aec6db6-8c04-494c-b474-47d82c0ee560,4960e4df-bc26-43e3-a206-3b8f1b51631e,2024-02-13,40963.53,Rejected,2025-02-23 03:40:55
81712ce9-b4ff-4726-9d11-5e96d280f547,4960e4df-bc26-43e3-a206-3b8f1b51631e,2024-03-29,2518.36,Open,2025-01-03 00:22:01
78b66427-e746-457d-9795-e62def574f97,26bf742c-4112-4cbc-854c-ac8cd930ae1b,2024-03-17,43555.78,Rejected,2025-02-28 19:37:18
0578db59-b6f3-4374-813f-0146591c0add,0d6b3b80-6450-49cc-a729-137008fb1fba,2023-12-29,18119.87,Settled,2025-03-08 00:54:31
7a0c5222-3054-496a-bfe0-20824ff222c3,4bf2f964-6369-4f00-8c54-8f005559f0d9,2023-11-29,3218.02,Settled,2025-02-25 00:01:12
e946ffc2-562e-4818-955f-8bf84ce22d45,cf48c487-2e17-4c6a-ab13-9ef0e29e690c,2023-12-19,39704.28,Settled,2025-02-11 01:30:49
18c2badc-39fb-4594-841c-5022e7ee2c6c,4a689698-7887-4309-899f-cfcc83950997,2024-10-30,32568.4,Open,2025-01-02 17:22:43
cc40befb-e412-40e5-8054-7652fc59a6d8,f868754f-7793-4318-9919-506a06be588b,2025-02-13,6250.96,Settled,2025-02-12 04:22:01
aa8be60d-3329-49de-9d1a-18caea652721,09ca29c7-5c83-410d-b656-42d345a3c1cd,2024-10-04,14854.15,Settled,2025-02-27 15:15:11
d5341703-f44a-459d-bca8-1ca81ad7e16f,2cf8d79b-048c-446e-928d-4ff37617f04b,2025-02-27,22875.79,Settled,2025-02-06 06:10:47
d6163593-10f7-4ee2-bfa0-55c67111138f,8e991801-4f87-43c4-ad28-357a7825cad1,2024-05-09,32556.37,Open,2025-03-05 22:22:18
d171f382-a7b0-4341-baa0-ed892b01fd4f,0e01af92-e3e5-487e-8859-879cd85f090e,2023-08-05,9262.15,Open,2025-02-04 06:37:22
6380b12c-1669-4b1f-b143-041ea868e5c8,3fa2c272-ef88-4a3d-9338-11e5230fb08e,2023-01-14,39442.07,Rejected,2025-02-04 17:47:38
a47db079-c99b-4f21-b218-551e91545a8f,4079b86f-8503-4809-ba65-99413352e7d9,2024-01-14,21998.84,Open,2025-03-04 11:58:09
ad93430d-093b-4ee0-a134-15d7c6a26d80,2b84e413-8dd3-423f-8125-ab2671e61658,2022-03-15,20494.33,Open,2025-01-19 11:47:39
a4f051b5-caf2-4d1a-af9e-0b95f7efd537,fe05f8de-c1e4-4de8-91b9-48d03c8c528c,2022-10-12,7520.25,Open,2025-02-20 00:33:47
9b9a36eb-af7d-4235-a6c8-89b08b94209a,930e2ca0-c7b4-4b37-891c-9eff6a00c0c5,2024-10-14,30937.76,Open,2025-02-17 00:18:08
25374d5a-fbad-494d-9d04-559c4ce0c61f,8775be63-8801-4f60-b607-50b33312602b,2023-12-15,39428.63,Rejected,2025-02-04 06:13:46
76ed4704-c34f-4a42-9fa0-6786df787c22,bc2ec7b3-6c34-4b01-8d72-d6afb9fde5dd,2022-09-08,44843.69,Settled,2025-01-24 19:04:07
0a61bc2d-5d9b-4566-aa51-26828637e79d,1ba1ddde-b50c-4e59-8713-68badc7694cf,2022-05-10,2094.99,Settled,2025-02-27 22:03:54
40bb97f6-3370-44b1-a155-43a4dbbdeb64,5cb884f8-9d94-4a28-a237-e2295a627dbb,2023-10-22,1217.62,Open,2025-01-15 14:29:19
1495562a-491d-46f6-bf98-18c3a1eeab5d,9cc4167c-3602-473c-84d0-bada4ef66e2e,2023-07-21,4652.8,Rejected,2025-02-09 09:24:29
a6546703-1ed2-40cc-8e69-13fabc40c95f,44210e3c-7f29-44e1-8abc-07fe8f804195,2024-07-08,28909.59,Settled,2025-01-30 01:20:01
6a158bc5-b743-49e8-a0b8-71d6cd7c51ac,fd00d45d-00ba-46e2-b4af-15ca9fbb4ad6,2023-04-08,39434.9,Settled,2025-01-25 07:35:59
eda69f8e-8604-49b9-bb33-b87c911837a1,12957633-d875-416e-8b5b-c91229c7ab3a,2023-01-10,5051.95,Rejected,2025-03-01 18:52:18
0962e852-cb8c-4169-ab0e-213fa1580c15,a052afb0-ca02-4fad-868e-7ce63c3005dd,2025-02-24,44266.52,Open,2025-02-12 06:48:50
4d5454c5-2518-4213-bfbf-415afb37cc14,eeac5a7b-2dbc-4dd5-9acb-4f82b41a731c,2024-12-01,43421.17,Rejected,2025-01-27 06:28:27
9078ee29-2a0c-4c30-8f2c-36947ef318da,e06e7562-224e-4cfb-96ff-6a6379df4306,2022-08-19,3118.16,Open,2025-02-25 03:29:59
8eae3603-dd85-448b-955c-4b8388d1db07,21073f10-b18f-4fb3-a71d-472e968ab45f,2024-11-30,44074.54,Open,2025-01-20 00:41:38
31bec111-e77b-4c6e-80e5-8a0e9be53c8c,832336c2-a1bd-4864-ba25-8dd7aaa88b0a,2024-05-08,7908.1,Open,2025-01-30 16:14:53
