Policy_ID,Customer_ID,Product_ID,Policy_Type,Start_Date,End_Date,Policy_Status,Load_DTS
2bd33db5-e61f-4cb7-9070-776726dab1b9,a7e8f26a-7a3e-4eea-b077-5a3419dd14a6,870a91da-7778-459b-bda8-d39c70543fa1,Corporate,2020-09-07,2027-10-30,Cancelled,2025-01-15 18:48:05
95cfda53-351d-4ae1-9a6f-e7c11f4760e0,c33a1dba-795e-4615-b8ee-05ab605c7e68,5bcd8f58-ad71-4046-836e-5a1f7f4c4e0e,Individual,2021-02-02,2027-04-14,Expired,2025-02-26 18:19:32
12957633-d875-416e-8b5b-c91229c7ab3a,a347a9ee-3da4-40ef-9289-5de867c4965e,b647d111-81aa-4479-af5f-d7dbb9cd4124,Individual,2020-04-28,2025-05-13,Cancelled,2025-02-07 21:30:00
eeac5a7b-2dbc-4dd5-9acb-4f82b41a731c,59b3381f-4d30-4ef2-b1e1-4914d504523c,c3018cf3-90d7-46d8-8dfc-e63381def16e,Individual,2020-06-10,2028-03-31,Cancelled,2025-03-09 01:03:14
f8a6d794-34e7-4932-ab5e-c9c810adff56,13c408dc-90b8-430f-b13d-efe35425bbb2,8b2faa37-1b57-4efb-9ec9-fa857eda968e,Corporate,2023-06-07,2029-11-13,Cancelled,2025-01-22 07:57:22
4e9e9cb4-5f18-422f-8ae4-310a788426a8,b5b649b2-d9a6-46ac-bd1d-0848716ba9aa,67e8fa4b-d088-41d3-88f1-0156ef9b5222,Corporate,2023-09-02,2029-11-20,Expired,2025-02-10 02:15:42
cf48c487-2e17-4c6a-ab13-9ef0e29e690c,6a394519-1309-43ad-bb5d-6b771177a5b2,070b0378-7971-4888-9aa4-1c7909d3b12c,Corporate,2021-12-31,2029-08-27,Active,2025-02-14 18:51:42
2e26a7ad-b61b-46dd-9d22-38da861783bd,9dc06663-efda-4605-9f44-675a62d328bf,af181ff2-c4ab-4de0-8a5c-538d371394f2,Corporate,2020-09-06,2027-05-14,Cancelled,2025-01-21 20:33:00
e40a2d86-5f13-4eb5-a90c-c20f9e73a876,9d962bfd-565b-4d81-9373-0518e0174041,1693d546-063f-4cf9-ae65-4841b7b658a8,Individual,2024-12-08,2026-11-01,Expired,2025-01-21 17:27:28
e06e7562-224e-4cfb-96ff-6a6379df4306,9d962bfd-565b-4d81-9373-0518e0174041,9631bdbe-fee2-4a99-8e14-73798afc62ce,Family,2022-09-21,2026-09-06,Active,2025-01-10 00:05:46
00befb53-a059-4ced-ad3e-c92c70c4580f,7a8b2727-805b-4dd2-ad23-4c650c331b1a,1a259152-458b-4416-b78c-06fc907361ef,Individual,2022-04-24,2026-01-21,Active,2025-03-02 16:48:33
0d6b3b80-6450-49cc-a729-137008fb1fba,4940b676-51e7-423a-8610-1ca36f4f77b4,8a25ffe3-45a2-47b1-a85b-d48e815c9c7f,Corporate,2020-10-16,2027-09-21,Cancelled,2025-01-30 01:06:49
10f39d79-c84c-4ba8-8784-3483defc596f,0cff51d6-9241-4568-8165-7cc3e9b44f8e,15db4856-209e-4768-a15b-d7757bdfc401,Family,2020-03-18,2027-02-07,Expired,2025-03-01 00:43:42
fe3138ef-2597-48a8-9f16-0a4e6515aee4,9be6200c-7511-490d-a57d-31ae3c72729b,d29c45ac-ae1b-4612-9d9e-a2370582cbd2,Corporate,2022-05-22,2026-02-20,Expired,2025-02-06 19:17:50
e515c0bd-71cb-486b-8af7-0416399be994,3fc8f473-c3ff-4cc6-ba36-3485dcf7cdc1,9e85d084-3108-4acd-b606-921cba7d44f8,Corporate,2020-12-29,2028-03-03,Expired,2025-01-30 09:32:54
6f289a44-6aec-4226-a393-12f42da897aa,9037b5ae-b5f0-42c2-866b-419733633f36,aef6af95-c68b-4c63-b660-a4612e60bd96,Individual,2020-09-16,2028-07-02,Expired,2025-02-07 02:32:23
8e800112-844a-40e7-90b9-d723bcc05e2c,cfd38077-9811-4248-aaf9-6df8872436f4,32893134-f904-40d6-aeba-7718477b75e1,Corporate,2022-01-04,2025-12-15,Cancelled,2025-01-27 02:41:06
8e991801-4f87-43c4-ad28-357a7825cad1,78efd94a-d08e-44eb-ae2a-cee8127d9104,cb137e44-f6f9-4d59-b545-3ab5c9919351,Family,2024-03-20,2029-10-05,Cancelled,2025-01-27 09:34:59
a60a7308-3da2-4d23-aee2-09ba3ba5e363,109e3f63-2ab9-455b-a7f9-8b8e0d66c791,445c6620-cb6a-474a-b24d-05d91b04c57e,Individual,2023-08-24,2027-06-16,Active,2025-02-20 23:51:18
b467a17e-ea22-4892-8da7-a73e9b81b89c,8cd07eb9-3303-4b3d-a352-6b2164431002,9e85d084-3108-4acd-b606-921cba7d44f8,Family,2024-06-06,2025-04-19,Active,2025-01-08 05:55:59
7d4cbdb8-41a7-4118-99aa-b861e89bfd2c,2e5a9bce-0ce9-4afc-a901-fea6cabb6dd7,76a6d314-2b36-41da-86ec-84f1bc7f3edb,Family,2020-11-28,2027-12-24,Active,2025-03-07 21:07:47
1789a83c-9779-4bea-b588-2e3c3dd81231,c213597a-c2d4-4d9d-bba5-9c16494e2e8f,004ed3ea-767a-445a-9d50-2a6d0441af41,Corporate,2023-07-27,2026-03-05,Cancelled,2025-02-14 21:50:29
489bb9cb-cdcb-494a-80a7-bd44f3344b9f,b951c6e0-f8ed-4c52-b3c4-6e9a22ed17e2,d6997772-1f29-405b-9815-2e2cf48ab18b,Family,2023-06-01,2028-04-07,Active,2025-03-13 05:01:42
21073f10-b18f-4fb3-a71d-472e968ab45f,03fb9d56-65f9-4762-858c-7f04bec083e4,4c6be595-4c3a-4d00-a2c1-bda4d6107616,Individual,2021-11-27,2027-09-20,Active,2025-03-09 06:32:27
2cf8d79b-048c-446e-928d-4ff37617f04b,77ecf33a-936f-4865-864f-c975241a1b51,09df74fc-ba2f-4395-ad79-067070fe574c,Corporate,2023-01-14,2028-10-22,Expired,2025-01-17 03:44:33
f151d1c0-3f0c-4a76-92a7-d0be057feb49,afc3af8e-511f-4a5e-ab77-0533123024dd,2c4cf621-0d38-4a87-aa5c-29f379c1f21f,Individual,2022-08-07,2026-03-03,Cancelled,2025-02-13 21:31:56
4960e4df-bc26-43e3-a206-3b8f1b51631e,041c334d-c333-44bd-893d-e32227d9f59f,a9705f37-2bb8-4c3c-911b-13b9ea0d4cc5,Individual,2023-02-17,2029-09-08,Cancelled,2025-02-03 16:45:10
cc3b397b-d20f-427d-a9e7-bbdad04cfd43,2e5a9bce-0ce9-4afc-a901-fea6cabb6dd7,bc6d3564-01e2-46a9-b707-de8420463784,Individual,2021-09-18,2028-07-25,Expired,2025-02-05 12:22:16
23a1c250-11c8-4666-aede-dbbf346f170a,ed0b636a-33f4-43ce-8c8c-e002bedc6382,2c4cf621-0d38-4a87-aa5c-29f379c1f21f,Family,2021-04-21,2029-02-10,Active,2025-02-17 02:34:40
4e2d31b3-9209-4304-9de7-4b51dfb5bc83,c0f0c50b-43da-4cfa-819f-3e68e54973f9,15db4856-209e-4768-a15b-d7757bdfc401,Individual,2023-04-05,2028-08-19,Cancelled,2025-02-07 18:30:57
c30dfd34-45fa-4de3-ad6f-1735c4009aca,86afd750-b489-4ed6-975f-7841142c2a12,6a5a5cae-a4d7-4a76-9dc2-119689052ad1,Corporate,2025-01-30,2026-09-13,Cancelled,2025-01-16 07:12:08
5c5074f0-230f-440e-97ac-7d251d4a6f8a,de838e50-0261-4f0a-b8ec-818392279627,f7d2249d-682d-402c-a21e-40066b1ae477,Corporate,2024-08-17,2027-03-29,Active,2025-01-27 13:29:08
4079b86f-8503-4809-ba65-99413352e7d9,03fb9d56-65f9-4762-858c-7f04bec083e4,84a15b75-1f0d-4a99-9a99-e115f13390d8,Corporate,2023-10-16,2025-05-10,Expired,2025-01-21 15:24:13
2b84e413-8dd3-423f-8125-ab2671e61658,4940b676-51e7-423a-8610-1ca36f4f77b4,e3f374d9-2928-4aa1-97c0-5ee08594efcf,Individual,2022-03-24,2029-03-20,Cancelled,2025-01-16 04:23:49
e2669afd-f9c2-4fea-a2d0-b9e292f24c47,df49a300-b505-40a3-ae68-6523ba7994eb,af181ff2-c4ab-4de0-8a5c-538d371394f2,Individual,2023-01-16,2027-08-15,Cancelled,2025-01-13 20:18:06
c674825d-02fd-4050-ae49-7f30d3292506,1941b79d-2e59-4651-a521-1c64d06ce114,f034aad2-b602-454d-8944-ecadc8f628fc,Family,2021-09-10,2027-01-14,Cancelled,2025-01-30 20:40:18
ff902a34-d480-4f1b-b9d8-9d15e6ca13ba,13c408dc-90b8-430f-b13d-efe35425bbb2,445c6620-cb6a-474a-b24d-05d91b04c57e,Corporate,2021-03-09,2025-05-25,Cancelled,2025-01-17 23:30:20
d6b23dad-f527-4fe2-b3ef-4e19acc9e92d,37371629-5ecd-4eca-8496-603de44ebfdd,1c7e3b59-82f7-4f03-b955-09e813cc2f5c,Family,2024-02-09,2029-02-09,Active,2025-02-01 17:31:24
2218f0a5-87a3-4231-acae-76df1d36dc00,b170834f-f028-46b4-a9e5-af101ee0b81b,67e8fa4b-d088-41d3-88f1-0156ef9b5222,Corporate,2021-03-31,2026-10-29,Active,2025-02-21 00:11:24
8775be63-8801-4f60-b607-50b33312602b,27ee4aee-547b-4d90-b298-f6b648a8a5b2,1c7e3b59-82f7-4f03-b955-09e813cc2f5c,Corporate,2025-01-06,2025-10-13,Active,2025-02-06 10:04:26
25852d45-41ef-421a-b9ad-1e2f7dabb9bd,a347a9ee-3da4-40ef-9289-5de867c4965e,2864197a-1989-46e3-b5c4-30706fac841a,Family,2021-11-21,2029-04-11,Expired,2025-02-27 03:28:43
5af835a4-e9d3-488c-9570-4cfeada8c11c,a7e8f26a-7a3e-4eea-b077-5a3419dd14a6,65a63d66-c6e1-45d2-bcfa-db52d7239118,Individual,2020-10-28,2029-09-13,Expired,2025-01-22 21:15:21
a7374a22-48b5-4460-93e2-07f411619c93,96bee03d-8b10-4a43-899e-8c63d9c547bb,0967b498-6dd8-4f7d-9b45-e7d2b798166a,Corporate,2020-04-26,2026-08-21,Active,2025-01-06 03:32:56
d91014a1-2152-489f-8313-54e62a4cf0d4,db6eed0b-481b-4d8f-9740-4987f990e9c5,2ef1defa-1f25-4784-8f12-0d455be73dfc,Corporate,2021-10-04,2029-12-21,Cancelled,2025-01-07 14:25:45
93f53840-886f-44e1-9df0-13d28a6f0614,3898fa2b-9b7b-41a6-ab36-488c395230ce,b151b78b-49ed-429e-b02a-0db00cda47a9,Corporate,2020-09-12,2029-03-12,Cancelled,2025-03-14 00:52:31
fe05f8de-c1e4-4de8-91b9-48d03c8c528c,b269bbf9-7e86-440b-97be-51bb492c88dd,554c0e3c-802d-424c-ae03-c3d011d62911,Family,2020-06-07,2025-03-28,Active,2025-03-02 20:16:32
b1927765-99be-4bbf-9697-efe0d8c7806c,a32898b5-477d-4ffa-8ff6-8b052ea039e7,1bbc8414-696c-45dd-bb4a-cc052ae03625,Corporate,2020-05-07,2025-08-08,Cancelled,2025-01-26 07:51:03
ec5288f1-3de3-4a24-a742-28cfd722d6d9,c0f0c50b-43da-4cfa-819f-3e68e54973f9,2ef1defa-1f25-4784-8f12-0d455be73dfc,Family,2024-08-06,2025-08-31,Cancelled,2025-02-04 13:22:43
fc79986e-00f0-43bd-9850-96ef67467df5,29babcb7-8142-4b11-9a68-e09f163ef0d3,26342e3c-0637-4fd2-a57c-27542213cf90,Corporate,2024-03-11,2027-06-11,Active,2025-01-25 11:25:18
44210e3c-7f29-44e1-8abc-07fe8f804195,4663ba54-5dae-409d-ae85-e6a1161fa6dc,e529288a-6733-48fc-b74e-c05b929e661f,Individual,2024-01-14,2029-12-07,Expired,2025-01-04 20:12:39
9ba11875-0084-497c-9c4b-69f36f93772e,551236d6-e5a5-4a4e-b433-553a76642846,74b01e03-d7f1-4f7d-8de3-5fca255f8928,Corporate,2021-05-11,2029-12-31,Expired,2025-02-04 11:10:23
f348d492-a4b5-4b6d-abf7-72b32dbc5bc1,670598e2-29ab-4464-b8ae-d0504e33c099,5f43f9af-dd8d-4c17-b6e0-8e5125f554a0,Family,2021-11-11,2027-11-03,Cancelled,2025-01-07 17:25:48
ec72d7a1-7a23-422f-b57b-762a614dcbbc,3fc8f473-c3ff-4cc6-ba36-3485dcf7cdc1,f034aad2-b602-454d-8944-ecadc8f628fc,Corporate,2023-03-06,2025-05-04,Cancelled,2025-02-16 22:05:28
479e6f05-0dc3-45e0-b2b2-fa318c6d0ede,de838e50-0261-4f0a-b8ec-818392279627,2ef1defa-1f25-4784-8f12-0d455be73dfc,Corporate,2023-01-26,2028-04-15,Cancelled,2025-01-18 10:32:36
bc2ec7b3-6c34-4b01-8d72-d6afb9fde5dd,3898fa2b-9b7b-41a6-ab36-488c395230ce,5f43f9af-dd8d-4c17-b6e0-8e5125f554a0,Family,2021-01-25,2026-01-31,Expired,2025-01-30 21:36:52
9014ff29-8ab4-46ca-b25d-8af551199700,58977fab-727f-4f1e-ac61-5dcd2f72443e,9839ff7c-e5f7-430f-9832-3812c4ce397b,Family,2020-10-06,2028-12-31,Active,2025-02-05 17:52:36
09ca29c7-5c83-410d-b656-42d345a3c1cd,b5b649b2-d9a6-46ac-bd1d-0848716ba9aa,74b01e03-d7f1-4f7d-8de3-5fca255f8928,Individual,2024-08-10,2026-12-10,Cancelled,2025-03-08 10:14:21
205bd00b-70a9-4750-902f-f488fc19ba92,907952fd-f0b0-4fb5-a993-6782fb7440be,0f347038-60ad-432d-a52e-68f717e01701,Individual,2023-05-25,2028-08-03,Expired,2025-02-20 03:23:43
fa6552ce-297e-4161-b708-3dd336c77bb9,59b3381f-4d30-4ef2-b1e1-4914d504523c,b3a1208e-1010-4c76-8545-2bf8e100b8c4,Family,2024-01-17,2025-10-13,Cancelled,2025-02-11 05:08:53
c2ba015c-7098-4a3c-ab19-01b566fa473d,13c408dc-90b8-430f-b13d-efe35425bbb2,65a63d66-c6e1-45d2-bcfa-db52d7239118,Corporate,2024-12-29,2027-01-05,Cancelled,2025-01-08 15:19:30
7a12c836-5b04-4393-9b9e-1a5b81254298,09862869-e483-4c43-9203-091725ddc531,6a5a5cae-a4d7-4a76-9dc2-119689052ad1,Corporate,2022-11-23,2027-10-27,Active,2025-03-02 06:32:08
a052afb0-ca02-4fad-868e-7ce63c3005dd,e64d44ae-bf99-4f2b-8004-5e9538680442,8b2faa37-1b57-4efb-9ec9-fa857eda968e,Individual,2023-04-06,2025-08-28,Active,2025-01-17 21:06:14
f6ec25a5-05a6-4428-9743-9c1bebde5e7c,f0f8feaf-bc1a-4f1c-b524-1313e2c223aa,8864b036-aff0-407f-8f9c-79761c737809,Corporate,2022-04-04,2025-08-22,Cancelled,2025-01-10 20:48:18
e22fe8b0-7a27-4133-ab85-fbbcc6b66a8b,9dc06663-efda-4605-9f44-675a62d328bf,2b1647a3-4363-4050-910c-152a074522e3,Corporate,2022-01-26,2030-01-27,Expired,2025-01-11 08:53:00
832336c2-a1bd-4864-ba25-8dd7aaa88b0a,9d962bfd-565b-4d81-9373-0518e0174041,643bf1bf-3152-4c96-b1af-af3d2950b838,Individual,2022-03-23,2029-01-27,Active,2025-02-10 06:55:44
d550de90-ab13-4435-9f70-52fa82c0c23d,a347a9ee-3da4-40ef-9289-5de867c4965e,af181ff2-c4ab-4de0-8a5c-538d371394f2,Corporate,2021-02-15,2025-06-07,Cancelled,2025-02-15 20:18:14
d5327cb6-d943-4a5d-b3df-6e9247e49a73,0a40e599-2baa-4f26-a0a5-1475cf173305,6bd60632-503d-466b-8154-b1b55b1bae4c,Individual,2021-07-16,2028-09-16,Active,2025-03-09 18:09:16
0a7a1d54-a9a6-49c8-96c1-3c9376fec1f2,530f149d-70e5-47aa-83af-ef2b8cc3eeb0,070b0378-7971-4888-9aa4-1c7909d3b12c,Corporate,2022-07-04,2028-08-15,Expired,2025-02-19 19:10:00
26bf742c-4112-4cbc-854c-ac8cd930ae1b,dae4a285-ef7c-4839-8214-46c70c57a830,af181ff2-c4ab-4de0-8a5c-538d371394f2,Individual,2023-08-17,2026-07-25,Expired,2025-01-24 09:27:27
0e2a4c87-6fc0-4796-a896-8ac10d0782ed,03fb9d56-65f9-4762-858c-7f04bec083e4,004ed3ea-767a-445a-9d50-2a6d0441af41,Family,2021-02-04,2028-11-05,Active,2025-01-25 11:15:45
